"Commission no.","Type (brief)","Type","Baumuster","Vehicle location","Order status financial","Order status logistical","Gross equipment price (repricing)","Additional equipment (enumeration)","Offer code  (enumeration)","Standard-/Special equipment (enumeration)","FIN","Subcategory (ID)","Vehicle alterable until","Requested delivery date",
"1684700056","2653 LSDNA","2653 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSJ CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-04-01 00:00:00","2026-05-01",
"1684700057","2653 LSDNA","2653 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSJ CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-03-31 00:00:00","2026-05-01",
"1684700058","2653 LSDNA","2653 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSJ CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-03-30 00:00:00","2026-05-01",
"1684700059","2653 LSDNA","2653 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSJ CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-03-31 00:00:00","2026-05-01",
"1684700060","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSJ CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6D Q6W R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-03-30 00:00:00","2026-05-01",
"1684700061","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-07-02 00:00:00","2026-08-01",
"1684700062","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSJ CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6D Q6W R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-03-30 00:00:00","2026-05-01",
"1684700063","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSJ CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6D Q6W R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-03-30 00:00:00","2026-05-01",
"1684700064","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-07-02 00:00:00","2026-08-01",
"1684700065","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-07-02 00:00:00","2026-08-01",
"1684700066","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSJ CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6D Q6W R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-03-30 00:00:00","2026-05-01",
"1684700067","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-07-02 00:00:00","2026-08-01",
"1684700068","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-07-02 00:00:00","2026-08-01",
"1684700069","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSJ CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6D Q6W R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-03-30 00:00:00","2026-05-01",
"1684700070","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-07-02 00:00:00","2026-08-01",
"1684700071","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-07-02 00:00:00","2026-08-01",
