"Commission no.","Type (brief)","Type","Baumuster","Vehicle location","Order status financial","Order status logistical","Gross equipment price (repricing)","Additional equipment (enumeration)","Offer code  (enumeration)","Standard-/Special equipment (enumeration)","FIN","Subcategory (ID)","Vehicle alterable until","Requested delivery date",
"1684700072","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-07-03 00:00:00","2026-08-01",
"1684700073","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-07-03 00:00:00","2026-08-01",
"1684700074","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-07-03 00:00:00","2026-08-01",
"1684700075","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-07-03 00:00:00","2026-08-01",
"1684700076","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-07-03 00:00:00","2026-08-01",
"1684700077","4140","4140      8x4/4 BG11","96403112","","Ordered / in production","Factory order & alterable","","","","A1U A1Y A2G A6A B1B B1H B1Z B2A B2X B4A B4M C0Y C3G C5P C6J C6Q C6Y C7A C7F C7J C8F C9S CLW CLX D0L D0S D1B D1N D2Y D3X D4Y D5Y D6F D8A E0D E0Q E1U E1Z E2J E3L E3W E4C E5A E5B E5C E6Z F0G F0Y F1P F1S F2C F2G F2M F2U F3A F3W F4I F5L F5Y F6D F6I F6Q F7B F7D F7X F8B F8E F8G F8V G0K G0R G2D G5B G5G G5L I4L I5J I6A I6I I6K I6M I6W J1H J1K J2G J2H J2I J6A J7A J7C J7G J8C J8U K0T K3T K5A K5M K5Q K5Y K7P K7S K7W L0Y L1C L1M L1Q L1W L4Z L9A M0A M0C M0Z M2Q M5A M5S M5U M6L M7I M7V M8A M8Y M9V N6P N6Z O0A O1T O1Z O2N OWY Q0Q Q3A R0Z R1Q R1T R8F R8P S5A S5Z S8C S8D S8E S8F S8H U0Q U1W U3D U3F U3S U3W V0T V0W V0X V0Y V0Z V1B V1Z V2J V8N V8X V9F W8V X1J X2A X2C X3Z X4K Y3L Y4A Y4J Y4P Y4S Y4Z Y6A Z3Z Z4O Z4Q Z5D Z5P Z5X Z5Y","","27B","2026-04-01 00:00:00","2026-05-01",
"1684700078","2663 LSDNA","2663 LSDNA6x2   F 16","96342512","","Ordered / in production","Factory order & alterable","","JK0W JK6H","","A0B A1A A1D A1Z A2I A4K A5J B1B B1F B1H B2A B2X B4L B5I C0A C1Q C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSK CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3A D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2X F3C F3R F3Y F4H F4T F4V F4X F4Y F4Z F5I F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W F8Z FAV FZY G0A G0K G0T G2F G5B G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K1I K3V K5M K5Q K5S K5Y K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3V M4X M5T M5V M6M M7I M7U M8B M8Y M9Z N1G N6Z O0A O1S O1Z O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U3D U3F U3H U3L U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5F Z5M Z5P Z5U Z5X Z5Y Z8P Z8U Z9A","","24A","2026-04-01 00:00:00","2026-06-01",
"1684700079","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-07-02 00:00:00","2026-08-01",
"1684700080","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-07-03 00:00:00","2026-08-01",
"1684700081","2653 LSDNA","2653 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSK CZE D0A D0S D1C D1Q D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D8X D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3J O3K O3R O5J O5Q O8K OWY OYL OYP Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S2Q S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8A V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-04-27 00:00:00","2026-06-01",
"1684700082","2653 LSDNA","2653 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSK CZE D0A D0S D1C D1Q D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D8X D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV G0A G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7C J7G J8C J8U K0T K1I K3V K5M K5Q K5S K5Y K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-04-27 00:00:00","2026-06-01",
"1684700083","2653 LSDNA","2653 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSK CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-04-27 00:00:00","2026-06-01",
"1684700084","2653 LSDNA","2653 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSK CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-04-27 00:00:00","2026-06-01",
"1684700085","2653 LSDNA","2653 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSK CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-04-27 00:00:00","2026-06-01",
"1684700086","2653 LSDNA","2653 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSK CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-04-27 00:00:00","2026-06-01",
"1684700087","2653 LSDNA","2653 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSK CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-04-27 00:00:00","2026-06-01",
